"Rk","Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp","PasTotAtt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoAtt","PasShoCmp.","PasMedCmp","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","PasPress","Sw","PasCrs","CK","CkIn","CkOut","CkStr","PasGround","PasLow","PasHigh","PaswLeft","PaswRight","PaswHead","TI","PaswOther","PasCmp","PasOff","PasOut","PasInt","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Press","PresSucc","Press.","PresDef3rd","PresMid3rd","PresAtt3rd","Blocks","BlkSh","BlkShSv","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","TouLive","DriSucc","DriAtt","DriSucc.","DriPast","DriMegs","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","RecTarg","Rec","Rec.","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
1360,"Thilo Kehrer","GER","DF","Paris S-G","Ligue 1",25,1996,27,16,1513,16.8,0.12,0.54,0.24,44.4,0.22,0.5,13.1,0,0,0,68.7,72.3,95,1196.2,327.3,29.3,30,97.8,33.2,34.8,95.4,5.06,5.95,85,0,0.06,3.21,0.06,0,2.26,72.3,69,3.33,0.95,0,6.43,0.89,0.3,0,0,0,0,64.1,5.71,2.5,21.7,45.4,1.61,2.38,0.12,68.7,0,0.54,0.6,0.42,0.54,0.42,0.06,0,0.06,0,0,0.06,0.06,0,0,0,0,0,1.67,1.13,0.65,0.65,0.36,0.54,1.25,42.9,0.71,10.7,3.93,36.9,4.7,3.87,2.08,1.37,0.71,0,0.65,1.79,3.45,1.9,0,80.2,6.67,30,44.4,10.1,1.13,77,0.24,0.36,66.7,0.24,0,58.8,247,114.3,3.63,0.77,0.12,0.36,0.6,64.8,62.7,96.7,1.49,0,0,0,0.95,0.65,0,0.3,1.13,0,0,0,6.07,1.9,1.01,65.3,226229,"https://sofifa.com/player/226229/thilo-kehrer/220002","T. Kehrer","CB, RB",76,81,1e+07,49000,24,1996-09-21,186,76,73,"Paris Saint-Germain","French Ligue 1",1,"SUB",24,NA,2018-08-16,2023,21,"Germany",1337,"LB",4,"Right",5,2,3,"Medium/Medium","Normal (185+)","Yes",19300000,NA,NA,68,44,65,66,77,78,64,37,76,73,32,65,54,38,66,67,68,68,68,69,64,65,84,74,80,40,76,76,53,59,41,69,75,78,79,9,9,14,10,12,NA,"60+3","60+3","60+3","61",61,61,61,"61","62+3","62+3","62+3","64+3","66+3","66+3","66+3","64+3","72+3","73+3","73+3","73+3","72+3","73+3","76+3","76+3","76+3","73+3","17+3","https://cdn.sofifa.net/players/226/229/22_120.png","https://cdn.sofifa.net/teams/73/60.png","https://cdn.sofifa.net/flags/fr.png","https://cdn.sofifa.net/teams/1337/60.png","https://cdn.sofifa.net/flags/de.png"
1362,"Naby Keïta","GUI","MF","Liverpool","Premier League",27,1995,23,14,1173,13,0.23,2,0.54,26.9,0.12,0.43,21.3,0,0,0,50.1,58.4,85.8,798,212.5,25.5,28,90.9,19.7,22.3,88.3,3.08,4.38,70.2,0.08,1.23,4.69,1.69,0,6,58.4,57.2,1.23,0.15,0.08,9,0.23,0.54,0,0,0,0,47.2,5.77,5.38,7.69,47.8,1.46,0.31,0.62,50.1,0.15,0.62,2.08,0.85,3.31,2.54,0,0.23,0.31,0,0.23,0.46,0.31,0,0.08,0.08,0,0,3.62,2.15,1.46,1.46,0.69,1.38,2.69,51.4,1.31,24.7,8.23,33.3,5.69,12.4,6.62,1.85,0.15,0,1.69,1.54,5.15,0.31,0,71.5,1.08,10.5,40.9,24.4,3,70.3,1.15,1.92,60,1.23,0.08,50,236.8,139.5,7.08,2.08,0.77,1.77,0.77,58.3,51.5,88.3,2.77,0.23,0,0,2.31,1.08,0,0.54,2.15,0,0,0,9.85,0.62,1.23,33.3,220971,"https://sofifa.com/player/220971/naby-keita/220002","N. Keïta","CM",80,83,27500000,110000,26,1995-02-10,172,64,9,"Liverpool","English Premier League",1,"SUB",8,NA,2018-07-01,2023,118,"Guinea",NA,NA,NA,"Right",4,4,2,"Medium/Medium","Lean (170-185)","Yes",52900000,"#Acrobat","Injury Prone, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",70,73,75,85,65,66,62,74,42,83,71,85,64,70,75,86,77,65,88,80,90,76,52,73,59,73,78,76,74,80,58,81,68,64,62,7,14,15,14,9,NA,"73+2","73+2","73+2","78",78,78,78,"78","80+2","80+2","80+2","78+2","79+2","79+2","79+2","78+2","73+2","75+2","75+2","75+2","73+2","70+2","66+2","66+2","66+2","70+2","19+2","https://cdn.sofifa.net/players/220/971/22_120.png","https://cdn.sofifa.net/teams/9/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/gn.png"
1364,"Caoimhín Kelleher","IRL","GK","Liverpool","Premier League",23,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,40.5,45,90,934.5,371,8.5,8.5,100,25,25,100,7,11.5,60.9,0,0,0,0,0,0,45,35,10,3.5,0,7,0,0,0,0,0,0,36.5,2.5,6,12.5,26.5,0,0,6,40.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,47,0,0,0,37.5,0,0,0,0,0,26.5,80,46.5,0,0,0,0,0,27,27,100,0,0,0,0,0,0.5,0,0,0,0,0,0,5.5,0,0,0,240913,"https://sofifa.com/player/240913/caoimhin-kelleher/220002","C. Kelleher","GK",67,79,2200000,17000,22,1998-11-23,188,74,9,"Liverpool","English Premier League",1,"SUB",62,NA,2017-07-01,2022,25,"Republic of Ireland",1355,"SUB",16,"Right",3,1,1,"Medium/Medium","Lean (185+)","Yes",4500000,NA,NA,NA,NA,NA,NA,NA,NA,13,6,13,32,9,10,12,11,36,14,41,38,42,63,48,50,68,19,54,8,21,12,4,31,14,40,18,10,14,67,63,67,64,70,40,"23+2","23+2","23+2","22",23,23,23,"22","24+2","24+2","24+2","23+2","25+2","25+2","25+2","23+2","22+2","25+2","25+2","25+2","22+2","22+2","23+2","23+2","23+2","22+2","66+2","https://cdn.sofifa.net/players/240/913/22_120.png","https://cdn.sofifa.net/teams/9/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1355/60.png","https://cdn.sofifa.net/flags/ie.png"
1378,"Joshua Kimmich","GER","MF","Bayern Munich","Bundesliga",27,1995,28,28,2474,27.5,0.11,0.98,0.29,29.6,0.11,0.38,23.8,0,0,0,80,94,85.1,1598.3,513.7,31.2,33.6,93,34,38,89.4,13.3,19.7,67.4,0.33,3.02,7.93,2,0.18,9.75,94,81.9,12.1,5.05,0.18,13.9,4.8,1.24,5.53,2.91,1.96,0.15,66.7,9.05,18.3,15.5,73.2,2.65,1.49,0.47,80,0.55,1.02,3.27,0.95,4.91,2.58,2.07,0.04,0.07,0.11,0.04,0.8,0.33,0.44,0,0,0.04,0,1.56,1.2,0.55,0.69,0.33,0.69,2.11,32.8,1.42,17.9,6.44,36,5.2,9.67,2.98,1.75,0.29,0,1.45,2.33,3.89,1.05,0.07,104.2,2.73,23.1,59.2,28.4,1.31,93.1,0.8,1.35,59.5,0.84,0.22,65.7,321.7,145.7,4.65,1.56,0.07,0.91,0.87,76.1,72,94.6,2.62,0.15,0,0,0.84,2.11,0.04,1.24,1.2,0,0.04,0,12.3,0.87,0.8,52.2,212622,"https://sofifa.com/player/212622/joshua-kimmich/220002","J. Kimmich","MF",89,90,1.08e+08,160000,26,1995-02-08,177,75,21,"FC Bayern München","German 1. Bundesliga",1,"RDM",6,NA,2015-07-01,2025,21,"Germany",1337,"RDM",6,"Right",4,3,4,"High/Medium","Lean (170-185)","Yes",186300000,"#Crosser","Leadership, Long Passer (AI), Playmaker (AI)",70,73,86,84,83,79,91,68,72,87,69,83,85,61,90,85,77,65,84,88,84,78,79,94,68,84,89,84,80,85,44,85,85,85,79,8,15,7,15,15,NA,"77+3","77+3","77+3","82",81,81,81,"82","83+3","83+3","83+3","83+3","86+3","86+3","86+3","83+3","85+3","86+3","86+3","86+3","85+3","83+3","81+3","81+3","81+3","83+3","21+3","https://cdn.sofifa.net/players/212/622/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png","https://cdn.sofifa.net/teams/1337/60.png","https://cdn.sofifa.net/flags/de.png"
1379,"Presnel Kimpembe","FRA","DF","Paris S-G","Ligue 1",26,1995,30,29,2576,28.6,0.03,0.24,0.03,14.3,0.14,1,9.1,0,0,0,75.9,78.4,96.8,1403.3,441.2,29.7,30.4,97.6,37.8,38.6,97.8,7.52,8.15,92.3,0,0.1,5.49,0.17,0.07,3.6,78.4,75.6,2.76,1.85,0,5.45,0.87,0.07,0,0,0,0,71.1,4.51,2.76,65.5,9.27,1.68,0.87,0.07,75.9,0,0.28,0.42,0.28,0.63,0.56,0.07,0,0,0,0,0.1,0.1,0,0,0,0,0,1.36,0.73,0.8,0.49,0.07,0.49,0.84,58.3,0.35,6.92,1.89,27.3,3.46,2.83,0.63,0.94,0.56,0,0.38,1.89,3.25,2.9,0.03,86,9.62,32.9,54.9,3.64,0.49,83.7,0.28,0.45,61.5,0.31,0,63.7,344.5,190.9,4.72,0.52,0.07,0.24,0.17,69.3,68.4,98.7,0.35,0.21,0,0,1.05,0.94,0,0.07,0.73,0,0.07,0,7.1,1.89,0.77,71.1,225850,"https://sofifa.com/player/225850/presnel-kimpembe/220002","P. Kimpembe","CB",83,87,45500000,90000,25,1995-08-13,189,80,73,"Paris Saint-Germain","French Ligue 1",1,"SUB",3,NA,2015-07-01,2024,18,"France",1335,"LCB",3,"Left",3,2,3,"Medium/High","Normal (185+)","Yes",87600000,NA,"Leadership, Team Player",81,42,68,70,83,86,59,31,80,80,33,63,50,32,75,78,80,81,69,80,60,70,79,81,87,37,90,84,47,64,57,80,81,86,84,7,8,14,15,9,NA,"63+3","63+3","63+3","64",64,64,64,"64","66+3","66+3","66+3","68+3","72+3","72+3","72+3","68+3","78+3","81+3","81+3","81+3","78+3","80+3","83+3","83+3","83+3","80+3","18+3","https://cdn.sofifa.net/players/225/850/22_120.png","https://cdn.sofifa.net/teams/73/60.png","https://cdn.sofifa.net/flags/fr.png","https://cdn.sofifa.net/teams/1335/60.png","https://cdn.sofifa.net/flags/fr.png"
1404,"Aleksandar Kolarov","SRB","DF","Inter","Serie A",36,1985,3,0,42,0.5,0,2,0,0,0,0,29.6,0,0,0,60,74,81.1,1126,470,24,28,85.7,22,28,78.6,10,14,71.4,0,0,8,2,0,6,74,72,2,2,0,6,2,0,0,0,0,0,52,6,16,68,6,0,0,0,60,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,100,0,2,0,0,2,0,0,0,0,0,0,2,4,2,0,84,10,36,44,16,0,84,0,4,0,2,0,66,372,248,12,2,0,0,0,74,72,97.3,0,0,0,0,0,2,0,0,2,0,0,0,6,2,4,33.3,185103,"https://sofifa.com/player/185103/aleksandar-kolarov/220002","A. Kolarov","LB, CB",78,78,4300000,55000,35,1985-11-10,187,81,44,"Inter","Italian Serie A",1,"RES",11,NA,2020-09-08,2022,51,"Serbia",NA,NA,NA,"Left",3,3,3,"High/Medium","Normal (185+)","Yes",7300000,"#Distance Shooter, #FK Specialist","Leadership, Early Crosser, Long Shot Taker (AI)",63,74,79,74,79,74,85,60,79,78,64,76,85,89,77,76,62,63,61,77,58,95,79,67,73,86,84,81,67,74,80,83,76,80,79,16,15,8,16,6,NA,"73+3","73+3","73+3","73",73,73,73,"73","73+3","73+3","73+3","73+3","76+2","76+2","76+2","73+3","76+2","77+1","77+1","77+1","76+2","76+2","78","78","78","76+2","20+3","https://cdn.sofifa.net/players/185/103/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/rs.png"
1411,"Ibrahima Konaté","FRA","DF","Liverpool","Premier League",23,1999,11,11,990,11,0,0.36,0,0,0,0,9,0,0,0,59.5,66.2,90,1244.2,440.3,15.5,16.9,91.9,35.1,37,94.8,8.27,10.9,75.8,0,0.09,4.55,0.45,0,4.36,66.2,65.3,0.91,0.73,0.09,6.18,0.91,0,0,0,0,0,53.5,4.91,7.73,3.36,56.6,3.82,0.18,0.36,59.5,0.09,0.36,0.82,0.45,0.55,0.55,0,0,0,0,0,0.18,0.18,0,0,0,0,0,1.27,0.73,0.55,0.64,0.09,0.27,0.64,42.9,0.36,7.82,2.09,26.7,4,3.27,0.55,1.36,0.91,0.09,0.45,2.55,3.82,4.27,0,75.5,7.36,33.2,44.3,1.91,0.55,74.6,0.27,0.27,100,0.27,0,50.5,253.3,149.7,4.18,0.27,0,0.18,0.18,52.5,51.7,98.4,0.18,0.18,0,0,1.18,0.27,0,0,0.73,0,0,0,11.6,3.73,1.45,71.9,237678,"https://sofifa.com/player/237678/ibrahima-konate/220002","I. Konaté","CB",78,86,29500000,73000,22,1999-05-25,194,95,9,"Liverpool","English Premier League",1,"SUB",5,NA,2021-07-01,2026,18,"France",NA,NA,NA,"Right",2,3,2,"Medium/High","Normal (185+)","Yes",60500000,"#Aerial Threat","Injury Prone",71,34,57,67,80,76,38,29,77,75,28,67,32,27,69,69,67,75,60,71,54,45,74,61,83,31,77,78,37,51,41,74,76,85,79,9,7,9,9,15,NA,"55+2","55+2","55+2","57",57,57,57,"57","60+2","60+2","60+2","60+2","64+2","64+2","64+2","60+2","69+2","74+2","74+2","74+2","69+2","72+2","78+2","78+2","78+2","72+2","17+2","https://cdn.sofifa.net/players/237/678/22_120.png","https://cdn.sofifa.net/teams/9/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/fr.png"
1422,"Nianzou Kouassi","FRA","DF","Bayern Munich","Bundesliga",19,2002,17,6,582,6.5,0.15,1.08,0.15,14.3,0.14,1,10.5,0,0,0,74.9,81.1,92.4,1450.6,439.7,25.8,27.7,93.3,41.1,43.4,94.7,7.23,8.92,81,0.15,0.62,6.46,0.46,0,6.15,81.1,80.2,0.92,0.62,0,9.38,0.92,0.15,0,0,0,0,70.9,4.62,5.54,7.08,69.5,1.69,0.31,0,74.9,0,0.62,1.38,0.31,1.38,0.92,0,0,0.31,0,0.15,0.31,0.31,0,0,0,0,0,1.69,0.92,0.77,0.62,0.31,1.08,2,53.8,0.92,12,3.69,30.8,4.62,6.46,0.92,1.54,0.31,0,1.23,1.85,3.54,2.92,0,91.7,5.54,29.4,61.5,7.08,1.23,90.9,0.77,0.92,83.3,0.77,0,67.2,320.9,184.6,5.69,0.62,0,0.31,0.62,73.5,71.8,97.7,0,0.62,0,0,2,1.23,0,0.15,0.92,0,0,0,9.69,3.54,2,63.9,252961,"https://sofifa.com/player/252961/tanguy-nianzou/220002","T. Nianzou","CB, CDM",71,85,4200000,18000,19,2002-06-07,187,83,21,"FC Bayern München","German 1. Bundesliga",1,"SUB",23,NA,2020-07-01,2024,18,"France",NA,NA,NA,"Right",3,2,1,"Low/High","Normal (185+)","Yes",9600000,NA,"Injury Prone",69,37,55,62,71,74,37,32,72,69,37,62,41,31,66,65,70,68,55,65,56,57,77,69,77,25,70,69,36,50,42,65,70,73,68,6,14,9,8,7,NA,"54+2","54+2","54+2","54",55,55,55,"54","56+2","56+2","56+2","58+2","60+2","60+2","60+2","58+2","65+2","68+2","68+2","68+2","65+2","66+2","71+2","71+2","71+2","66+2","15+2","https://cdn.sofifa.net/players/252/961/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png",NA,"https://cdn.sofifa.net/flags/fr.png"
1428,"Mateo Kovačić","CRO","MF","Chelsea","Premier League",28,1994,25,16,1558,17.3,0.12,1.27,0.35,27.3,0.09,0.33,19.4,0.06,0,0,61.6,69,89.3,1139.5,259.2,26.1,28.2,92.4,27.1,29.4,91.9,7.34,9.6,76.5,0.29,1.5,6.94,1.5,0.06,6.53,69,67.8,1.16,1.1,0.64,8.96,1.27,0.29,0,0,0,0,57.8,5.78,5.38,2.89,64.4,1.1,0,0.29,61.6,0.17,0.4,2.14,0.87,3.35,2.89,0,0.12,0.17,0.17,0,0.35,0.35,0,0,0,0,0,3.01,2.31,0.87,1.56,0.58,0.98,1.91,51.5,0.92,21.9,6.65,30.3,5.61,12.4,3.93,1.04,0.23,0,0.81,1.16,4.16,0.75,0.06,79.4,1.39,14.5,50.6,21.7,1.1,78.4,1.79,2.25,79.5,1.85,0,61.2,332.7,173.4,7.28,3.47,0.35,0.87,1.73,64.9,62.2,95.8,1.85,0.23,0,0,1.73,2.02,0,0.29,2.31,0,0,0,9.36,0.29,0.52,35.7,207410,"https://sofifa.com/player/207410/mateo-kovacic/220002","M. Kovačić","CM, CDM",83,84,41500000,135000,27,1994-05-06,176,80,5,"Chelsea","English Premier League",1,"SUB",8,NA,2019-07-01,2024,10,"Croatia",NA,NA,NA,"Right",4,4,3,"High/High","Normal (170-185)","Yes",79900000,"#Dribbler, #Acrobat","Flair, Playmaker (AI), Technical Dribbler (AI)",70,69,83,88,69,70,73,61,42,90,76,89,79,70,82,89,77,65,87,81,84,79,75,79,63,75,77,74,72,84,59,81,70,73,66,9,5,6,7,7,NA,"72+3","72+3","72+3","80",79,79,79,"80","82+2","82+2","82+2","80+3","83+1","83+1","83+1","80+3","77+3","79+3","79+3","79+3","77+3","74+3","70+3","70+3","70+3","74+3","15+3","https://cdn.sofifa.net/players/207/410/22_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/hr.png"
1436,"Toni Kroos","GER","MF","Real Madrid","La Liga",32,1990,28,25,2103,23.4,0.04,1.97,0.51,26.1,0.02,0.08,23.5,0.17,0,0,88.7,96.5,91.9,1874.1,536,35,35.9,97.5,33.8,35.2,95.9,18.6,23.4,79.4,0.13,2.14,11.5,1.75,0.21,8.89,96.5,87.9,8.63,4.44,0.13,8.12,6.88,1.32,3.76,1.54,0.98,0.26,73.3,7.91,15.3,14.1,80.6,0.94,0.43,0.13,88.7,0.56,0.73,1.28,0.56,3.59,2.35,1.11,0.09,0,0,0.04,0.17,0.13,0.04,0,0,0,0,1.88,1.32,0.6,0.94,0.34,0.94,1.97,47.8,1.03,15.7,4.27,27.2,4.36,8.72,2.61,0.56,0.17,0.04,0.38,0.73,2.61,0.47,0,103.5,2.65,21.8,62,26.2,1.07,95.6,0.34,0.81,42.1,0.34,0.09,74.6,315.7,162.6,6.11,1.58,0.09,0.38,0.43,87.9,85,96.8,1.41,0.17,0,0,0.9,1.79,0,1.32,1.32,0,0,0,5.81,0.38,0.51,42.9,182521,"https://sofifa.com/player/182521/toni-kroos/220002","T. Kroos","CM",88,88,7.5e+07,310000,31,1990-01-04,183,76,243,"Real Madrid CF","Spain Primera Division",1,"LCM",8,NA,2014-07-17,2023,21,"Germany",NA,NA,NA,"Right",5,3,4,"Medium/Medium","Normal (170-185)","Yes",153800000,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",53,81,91,81,71,68,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,90,73,88,71,73,60,10,11,13,7,10,NA,"77+3","77+3","77+3","80",81,81,81,"80","83+3","83+3","83+3","81+3","86+2","86+2","86+2","81+3","77+3","81+3","81+3","81+3","77+3","74+3","71+3","71+3","71+3","74+3","19+3","https://cdn.sofifa.net/players/182/521/22_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/de.png"
1446,"Dejan Kulusevski","SWE","MFFW","Tottenham","Premier League",22,2000,18,14,1261,14,0.36,1.86,0.64,34.6,0.19,0.56,17.1,0,0,0,27.8,33.1,83.8,422,91.3,16.1,17.4,92.6,9.93,11.7,84.8,1.29,2.14,60,0.57,1.86,1.36,1.71,0.5,2.64,33.1,31.7,1.43,0.07,0,5.86,0.36,1.71,0.07,0,0,0,28.1,2.57,2.5,27.2,5.21,0.14,0.21,0,27.8,0.07,0.14,0.93,1.57,3.36,2.5,0,0.43,0.36,0.07,0,1,0.71,0,0.21,0.07,0,0,1.43,1.14,0.64,0.71,0.07,0.43,1.36,31.6,0.93,22.1,5.64,25.5,8,9,5.14,0.79,0,0,0.79,1.86,3.29,0.07,0,45.3,0.29,7,20.3,21,5.07,43.9,2,4,50,2.21,0.36,35.4,184.9,105.9,6.71,1.36,1.57,2,1.93,41.9,32.3,77.1,6.79,0.21,0,0,1.79,1.29,0.29,1.71,1.14,0,0,0,6.43,0.36,0.93,27.8,247394,"https://sofifa.com/player/247394/dejan-kulusevski/220002","D. Kulusevski","RW, CF",81,89,5.8e+07,72000,21,2000-04-25,186,75,45,"Juventus","Italian Serie A",1,"SUB",44,NA,2019-07-18,2024,46,"Sweden",1363,"RS",21,"Left",4,4,2,"High/Medium","Normal (185+)","Yes",107300000,NA,"Flair",84,74,77,84,56,76,80,70,54,79,80,85,83,61,69,87,85,83,77,80,73,74,66,85,77,83,67,55,77,78,65,83,50,64,58,14,5,10,10,5,NA,"76+2","76+2","76+2","81",80,80,80,"81","80+2","80+2","80+2","81+2","77+2","77+2","77+2","81+2","73+2","70+2","70+2","70+2","73+2","70+2","64+2","64+2","64+2","70+2","16+2","https://cdn.sofifa.net/players/247/394/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1363/60.png","https://cdn.sofifa.net/flags/se.png"
1447,"Dejan Kulusevski","SWE","FWMF","Juventus","Serie A",22,2000,20,5,772,8.6,0.12,2.09,0.7,33.3,0.06,0.17,14.9,0,0,0,22.8,28.4,80.3,347.8,77.1,12.7,16,79,7.91,8.6,91.9,1.63,2.09,77.8,0.35,1.16,1.16,1.51,0.35,2.56,28.4,27.8,0.58,0,0.12,6.63,0.23,1.28,0.12,0,0,0,22.3,3.26,2.79,20.7,5.23,1.05,0.35,0.12,22.8,0.12,0.47,1.16,1.63,2.67,1.74,0,0.35,0.23,0.23,0.12,0.58,0.35,0,0.23,0,0,0,1.98,1.28,1.16,0.7,0.12,0.81,2.21,36.8,1.4,26.4,7.09,26.9,7.33,10.5,8.6,1.28,0,0,1.28,1.74,3.72,0.23,0,45.2,0.58,7.09,19.9,22.7,5.58,44.7,1.4,3.14,44.4,1.74,0,34.2,199.7,114.8,4.53,1.74,0.47,2.67,3.95,44.3,30.3,68.5,8.49,0.12,0,0,3.72,1.4,0.35,1.28,1.28,0,0,0,7.21,1.28,2.56,33.3,247394,"https://sofifa.com/player/247394/dejan-kulusevski/220002","D. Kulusevski","RW, CF",81,89,5.8e+07,72000,21,2000-04-25,186,75,45,"Juventus","Italian Serie A",1,"SUB",44,NA,2019-07-18,2024,46,"Sweden",1363,"RS",21,"Left",4,4,2,"High/Medium","Normal (185+)","Yes",107300000,NA,"Flair",84,74,77,84,56,76,80,70,54,79,80,85,83,61,69,87,85,83,77,80,73,74,66,85,77,83,67,55,77,78,65,83,50,64,58,14,5,10,10,5,NA,"76+2","76+2","76+2","81",80,80,80,"81","80+2","80+2","80+2","81+2","77+2","77+2","77+2","81+2","73+2","70+2","70+2","70+2","73+2","70+2","64+2","64+2","64+2","70+2","16+2","https://cdn.sofifa.net/players/247/394/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1363/60.png","https://cdn.sofifa.net/flags/se.png"
1473,"Aymeric Laporte","ESP","DF","Manchester City","Premier League",28,1994,33,33,2828,31.4,0.13,1.11,0.22,20,0.11,0.57,10.7,0,0,0,86.1,90.9,94.7,1861.5,527.3,24.1,25.1,96.1,46.2,47.7,96.9,15.4,17.5,87.8,0,0.29,10.1,0.35,0.03,6.31,90.9,89.1,1.75,1.37,0.1,6.43,2.04,0.16,0,0,0,0,77.9,4.59,8.38,65.3,20.6,2.9,0.38,0.22,86.1,0.03,0.54,0.61,0.19,0.96,0.83,0,0,0.1,0.03,0,0.13,0.06,0,0,0.03,0.03,0,0.99,0.54,0.64,0.32,0.03,0.48,0.8,60,0.32,4.43,2.01,45.3,2.58,1.59,0.25,0.76,0.35,0,0.41,1.05,2.04,2.48,0.06,97.4,8.22,36.4,64.1,5.64,1.37,95.7,0.1,0.16,60,0.1,0,72.8,455.4,305.3,11.2,1.94,0.03,0.03,0.25,80.9,79.6,98.5,0.25,0.16,0.03,0,0.48,0.41,0.06,0.16,0.54,0.03,0,0,9.17,2.32,1.15,67,212218,"https://sofifa.com/player/212218/aymeric-laporte/220002","A. Laporte","CB",86,89,7.7e+07,185000,27,1994-05-27,191,85,10,"Manchester City","English Premier League",1,"LCB",14,NA,2018-01-30,2024,45,"Spain",1362,"LCB",24,"Left",3,2,3,"Medium/Medium","Unique","Yes",148200000,"#Tackling, #Tactician ","Long Passer (AI)",63,50,72,69,86,80,58,45,84,82,40,63,61,69,80,78,59,67,57,87,60,68,80,72,84,47,81,87,54,65,44,84,86,87,86,10,11,5,14,5,NA,"66+3","66+3","66+3","65",66,66,66,"65","68+3","68+3","68+3","68+3","74+3","74+3","74+3","68+3","77+3","82+3","82+3","82+3","77+3","79+3","85+3","85+3","85+3","79+3","18+3","https://cdn.sofifa.net/players/212/218/22_120.png","https://cdn.sofifa.net/teams/10/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1362/60.png","https://cdn.sofifa.net/flags/es.png"
